,cue,association,explanation,relation
17616,trash,garbage,trash is put in a garbage can for collection by garbage men.,UNK
17617,trash,landfill ,biodegradable trash was all are fill in the landfill.,UNK
17618,trash,nasty,if you think of something as trash you think it is nasty,UNK
17619,trash,pollution,the trash created more pollution.,UNK
17620,trash,recycling ,some trash are to use to recycling to make new products.,UNK
17621,trash,smell,"there's usually a bad odor associated with trash, hence ""smell"" being used.",UNK
17622,trash,waste,another word for trash is waste,UNK
17623,trash,waste,there was a lot of trash from waste.,UNK
17624,trial,attempt,"if someone attempts to do something, it can be considered a trial.",UNK
17625,trial,case,trial has a similar meaning as case.,UNK
17626,trial,civil,a civil trial is brought on by a person suing another.,UNK
17627,trial,cop,a cop might have to be a trial for a criminal case.,UNK
17628,trial,court,the murder trial took place in court,UNK
17629,trial,court,the trial in the county court house lasted three hours.,UNK
17630,trial,court,the trial will take place in the court room.,UNK
17631,trial,court,trials occur in a court of law.,UNK
17632,trial,criminal,a criminal trial has a prosecutor and a defendant.,UNK
17633,trial,fines,a trial often ends with criminal fines.,UNK
17634,trial,hardship,the young man had numerous hardships; he seemed to face one trial after another,UNK
17635,trial,hearing,a trial can be called a hearing because a case is heard by a jury.,UNK
17636,trial,judge,a judge oversees a trial.,UNK
17637,trial,judge ,the trial will be presided over by a judge.,UNK
17638,trial,jury,a jury is typically part of a trial.,UNK
17639,trial,murder,the murder trial was going on for weeks now,UNK
17640,trial,place,this is the right place for the trial.,UNK
17641,trial,suit,trial has a similar meaning as suit.,UNK
17642,trial,time,the time for the trial is near.,UNK
17643,trial,verdict,a trial has the outcome of a verdict.,Result-In
17644,trim,beard,i will trim my beard by using my trimmer,UNK
17645,trim,body,i will trim my body by doing exercise,UNK
17646,trim,cut,trim the edges and cut down to the desired shape.,UNK
17647,trim,exclude,trim the edges by excluding the lawn area,UNK
17648,trim,shape,trim the edges to form a desired shape.,UNK
17649,trim,shave ,shave of the beard in a linear manner and trim it well in the end,UNK
17650,trim,timing,i will follow correct timing to trim in every month,UNK
17651,trim,uniform,i will follow of my kid to trim hair and neat uniform,UNK
17652,trivial,common,something trivial is a common and not difficult.,UNK
17653,trivial,easy,if something is trivial then it is easy.,UNK
17654,trivial,effort,something that is trivial is low effort.,UNK
17655,trivial,game,i think of the board game trivial persuit,UNK
17656,trivial,inconsequential,if it is trivial it is inconsequential.,UNK
17657,trivial,little,a trivial matter is one of little importance.,UNK
17658,trivial,little,a trivial thing is a little thing.,UNK
17659,trivial,mundane,if something is trivial it may also be mundane.,UNK
17660,trivial,parenting,in parenting it's important not to see children's troubles as trivial,UNK
17661,trivial,pursuit,there is a game called trivial pursuit.,UNK
17662,trivial,pursuit,trivial pursuit is a trivia board game.,UNK
17663,trivial,question,he found the question very trivial.,UNK
17664,trivial,see,if something is trivial it may be hard to see.,UNK
17665,trivial,silly,something trivial is usually silly and not to be taken seriously.,UNK
17666,trivial,small,a trivial something is something small.,UNK
17667,trivial,task,the task is trivial to him.,UNK
17668,trivial,unimportant,if something is trivial it is unimportant.,UNK
17669,trivial,unimportant,when something is trivial it is unimportant.,UNK
17670,trousers,belt,the belt held up the trousers.,UNK
17671,trousers,boy,little boys like to wear this trousers.,UNK
17672,trousers,briefs,trousers are usually small like briefs.,UNK
17673,trousers,clothing,trousers are a piece o clothing.,UNK
17674,trousers,color,he offer me black color trousers.,UNK
17675,trousers,cotton,i have trousers made out of cotton.,UNK
17676,trousers,expensive,these days if you buy a nice pair of trousers they are going to be quite expensive.,UNK
17677,trousers,jeans,trousers also come in the form of jeans,UNK
17678,trousers,male,"generally, trousers are associated with male gender.",UNK
17679,trousers,outfit,some outfits have trouser bottoms instead of skirts.,UNK
17680,trousers,pants,"his pants, or trousers, were made of corduroy.",UNK
17681,trousers,pants,"pants are american and trousers are british, but they are the same thing",UNK
17682,trousers,pants,pants can be used in place of trousers.,UNK
17683,trousers,pants,"some people call trousers, pants.",UNK
17684,trousers,purchase,"sam purchased an expensive pair of trousers when he got a new, important job",UNK
17685,trousers,short,his trousers were too short to wear.,UNK
17686,trousers,underwear,trousers are always underwear or close to it.,UNK
17687,truck,bed,there are boxes in the bed of my truck.,UNK
17688,truck,big,the truck is so big it couldn't go through the gate.,UNK
17689,truck,biggest,when i drive a truck i always feel like the biggest thing on the road,UNK
17690,truck,car,i prefer to drive a truck over a car.,UNK
17691,truck,cargo,the truck carried the cargo for a long distance,UNK
17692,truck,driver,the truck driver beeped his horn,UNK
17693,truck,expensive,trucks are expensive to drive because they drink a lot of gas,UNK
17694,truck,five,five trucks blocked the t jucntion.,UNK
17695,truck,garbage,the garbage truck always comes on mondays.,UNK
17696,truck,license,a license is needed to drive big trucks.,UNK
17697,truck,long,the truck was so long.,UNK
17698,truck,monster,the monster truck rally took place at a sold out stadium,UNK
17699,truck,mud,the truck was stuck in the mud.,UNK
17700,truck,pickup,a pickup is a type of truck.,UNK
17701,truck,pickup,"one of these days, i will buy myself a pickup truck.",UNK
17702,truck,rusty,the truck was rusty and wouldn't pass the inspection.,UNK
17703,truck,tow,the tow truck was busy loading a car.,UNK
17704,truck,transport,they use truck to transport goods that are perishable,UNK
17705,truck,vehicle,truck is a big type of vehicle,UNK
17706,truck,wheel,the truck wheel is very large.,UNK
17707,truly,believe,he is a real skeptic; he doesn't truly believe in anything.,UNK
17708,truly,credit,"i am always truly person, so i get credit",UNK
17709,truly,fact,it can be said to be a fact when it is truly evident,UNK
17710,truly,fulfilled,the boy was truly fulfiled.,UNK
17711,truly,genuinely,truly also means being genuine in acts.,UNK
17712,truly,happy,"i am always truly person, so i always happy",UNK
17713,truly,honest,he is truly the most honest person i had met.,UNK
17714,truly,honest,i am truly an honest person.,UNK
17715,truly,honest,to be truly doing something is to be honest.,UNK
17716,truly,letter,"when ending a letter, many people write ""very truly yours.""",UNK
17717,truly,loved,he loved her so truly.,UNK
17718,truly,open,when you are open you are truly being yourself.,UNK
17719,truly,passionate,he was truly passionate about baking.,UNK
17720,truly,precise,i am precise when i truly believe something.,UNK
17721,truly,really,truly is a synonym for really.,UNK
17722,truly,sincere,bill said he was truly in love with jane and she thought he was sincere.,UNK
17723,truly,sincerely,"when i use the word 'truly', i sincerely mean everything i say",UNK
17724,truly,vegan,truly is a company that makes vegan cosmetics and bath accessories.,UNK
17725,truly,words,words are spoken to be regarded as been truly.,UNK
17726,truly,yours,"he closed the letter with ""yours truly"".",UNK
17727,trust,accept,trusting someone means being willing to accept them for who they are.,UNK
17728,trust,account,someone with a trust fund has an account set up for them.,UNK
17729,trust,care,trust the caring person in your life,UNK
17730,trust,company,this company is trusted by its partners.,UNK
17731,trust,confidant,a confidant is someone you can trust.,UNK
17732,trust,confidence,confidence is used to build trust.,UNK
17733,trust,confidence,trust has a similar meaning as confidence.,UNK
17734,trust,dependable,"in order to trust someone, they should be dependable.",UNK
17735,trust,faith,i feel trust means faith.,UNK
17736,trust,faith,trust has a similar meaning as faith.,UNK
17737,trust,family,every one trust the family,UNK
17738,trust,friend,i have a friend who i can trust.,UNK
17739,trust,friends,who can you trust if not your best friend?,UNK
17740,trust,guardianship ,guardianship is one of the most strict forms of trust.,UNK
17741,trust,honest,a person who is honest will earn someone's trust.,UNK
17742,trust,reliable,"if i can trust you, i consider you reliable.",UNK
17743,trust,secret,a secret is sometimes told to someone you can trust.,UNK
17744,trust,wife,i can trust my wife without any doubts.,UNK
17745,truth,accuracy,the book tells the truth that has more accuracy than others.,UNK
17746,truth,accurate,telling the truth is synonyms to saying what is accurate,UNK
17747,truth,believe,he believe the truth behind the tragedy situation.,UNK
17748,truth,correct,telling the truth is synonyms to telling what is correct,UNK
17749,truth,ethical,an ethical person will tell the truth.,UNK
17750,truth,fact,"if you tell the truth, then you are stating facts.",UNK
17751,truth,fact,tell him the truth because that is fact.,UNK
17752,truth,good,truth is very good quality in your life,UNK
17753,truth,hard,the truth is mostly hard to tell.,UNK
17754,truth,help,only say to truth and help with others,UNK
17755,truth,honest,an honest person tells the truth.,UNK
17756,truth,honest,if someone says the truth he or she is being honest.,UNK
17757,truth,honest,nothing being compare to honesty and truth.,UNK
17758,truth,honest,someone who tells the truth is honest.,Synonym
17759,truth,lie,lie is the opposite of truth.,UNK
17760,truth,promise,a promise is something that can be seen as the truth.,UNK
17761,truth,reality,the truth is always based in reality.,UNK
17762,truth,reality,the truth is not always the reality.,UNK
17763,truth,tell,i always tell the truth.,UNK
17764,truth,virtue,always telling the truth is a good virtue.,UNK
17765,turning,away,i am turning away from that style of work.,UNK
17766,turning,ball,the ball kept turning till it hit a wall.,UNK
17767,turning,car,the car was turning hastily.,UNK
17768,turning,colors,the leaves are turning colors now that it's fall,UNK
17769,turning,dial,i am turning the dial to find a radio station.,UNK
17770,turning,drive,people usually turn while driving,UNK
17771,turning,intersection,i'll be turning right at the intersection.,UNK
17772,turning,over,the woman said she was turning over a new leaf,UNK
17773,turning,point,we have reached a turning point.,UNK
17774,turning,race,"a race, such as a motor vehicle race, often requires turning.",UNK
17775,turning,road,he was turning onto the next road.,UNK
17776,turning,road,road has a turning point,UNK
17777,turning,rotate,"when you say the earth rotates around the sun, it means earth is turning around it.",UNK
17778,turning,signal,you should use your turning signal when driving.,UNK
17779,turning,spin,the turning of the spin object.,UNK
17780,turning,spin,when you spin a top it keeps turning over and over again.,UNK
17781,turning,track,"a track, such as a racetrack, often requires vehicles on it to engage in turning.",UNK
17782,turning,truck,the fire truck is turning at the traffic light.,UNK
17783,turning,vehicle,vehicle go to turning point in slow,UNK
17784,twice,again,when you have to do something twice you do it again.,UNK
17785,twice,ate,the boy ate twice before his lunch,UNK
17786,twice,busted,he was busted twice for cheating.,UNK
17787,twice,count,the count of the castle counted twice the number of bats in the attic.,UNK
17788,twice,couple,the couple kissed twice before the dance began.,UNK
17789,twice,double,double is the same as twice.,UNK
17790,twice,double,to happen twice instead of once is to double the number of times it occurs.,UNK
17791,twice,failed,he failed the test twice.,UNK
17792,twice,finally,"finally, he defeated him twice.",UNK
17793,twice,jumped,the dog jumped twice in the air to catch the ball,UNK
17794,twice,math,"in order to do something twice, you have to know math.",UNK
17795,twice,often,"i went to the bathroom twice, which isn't too often.",UNK
17796,twice,once,once bitten twice shy baby.,UNK
17797,twice,people,some people went to the counter twice.,UNK
17798,twice,shy,he was twice as shy.,UNK
17799,twice,strike,the strike was called twice on the batter.,UNK
17800,twice,three times,"once, twice, three times a lady.",UNK
17801,twice,two,something that happens twice happens two times.,UNK
17802,twice,two,something that happens twice is two times.,UNK
17803,twice,two,to do something twice is to do it two times.,UNK
17804,twig,leaf,there is a leaf comes out from the twig.,UNK
17805,twig,nature,the twig of that nature are awesome,UNK
17806,twig,plant,there is a twig in this plant.,UNK
17807,twig,stick,a boy is sitting in a twig with stick in his hand.,UNK
17808,twig,tree,the twig of that tree are awesome,UNK
17809,twig,tree,twig tree are very slender for such a tall tree,UNK
17810,twig,withy,a bird is sitting in a twig withy a stick.,UNK
17811,twist,ankle,ankles gets twisted occasionally in sports settings.,UNK
17812,twist,arm,you don't have to twist my arm when you ask me to go out for margaritas.,UNK
17813,twist,beatles,"the beatles had a huge hit with the song ""twist and shout.""",UNK
17814,twist,cap,you twist the cap off a bottle.,Action
17815,twist,chubby,chubby checker popularized the twist back in the 1960's.,UNK
17816,twist,dance,the twist is a type of dance.,UNK
17817,twist,lime,i like a twist of lime in my margarita.,UNK
17818,twist,plot,a change in a plot is a twist.,UNK
17819,twist,plot,every plot ends up with a twist involved to shock you.,UNK
17820,twist,plot,the plot twist was crazy.,UNK
17821,twist,separate,a twist separates the plot from the main subject.,UNK
17822,twist,spin,to twist is to spin.,UNK
17823,twist,story,the story had a nice twist ending.,UNK
17824,twist,straighten,opposite of twist is straighten.,UNK
17825,twist,tie,twist the tie around the bread,UNK
17826,twist,twirl ,twist and twirl around the world,UNK
17827,tyrant,bad,tyrants are bad people who do bad things.,UNK
17828,tyrant,deposed,the deposed tyrant took refuge with the friends,UNK
17829,tyrant,evil,tyrants are evil and bad people.,UNK
17830,tyrant,kill,usually people want to kill a tyrant.,UNK
17831,tyrant,king,a tyrant is often a monarch like a king,UNK
17832,tyrant,odious,this tyrant had made himself justly odious,UNK
17833,ultra,car,this car has ultra features.,UNK
17834,ultra,college,i had visited lot of ultra colleges during my college days.,UNK
17835,ultra,cypher,ultra was a cypher by germans,UNK
17836,ultra,downy,downy is sold in ultra formulas which are concentrated.,UNK
17837,ultra,excessive ,something with excessive violence could be called ultra violent.,UNK
17838,ultra,machine,ultra was the cyphering machine in world war 2,UNK
17839,ultra,material,more materials are of ultra size.,UNK
17840,ultra,model,ultra word used in model,UNK
17841,ultra,music,there is a big music festival called the ultra music festival.,UNK
17842,ultra,super,ultra is another word for super.,UNK
17843,ultra,ultimate,something that is ultimate is always ultra awesome.,UNK
17844,ultra,very,"if jeans are very high rise, they are called ultra high rise.",UNK
17845,ultra,very,ultra is another way to say very.,UNK
17846,ultra,violet,ultra rays are often violet.,UNK
17847,ultra,wave,the ultra wave gave more power.,UNK
17848,ultra,work,ultra work will give fatigue,UNK
17849,unalike,alike,unalike and alike is opposite meaning words,UNK
17850,unalike,character,everyone's character is unalike with others.,UNK
17851,unalike,democrat,"if your dad always votes republican but your mom is a lifelong democrat, they're unalike — politically, anyway. use this adjective when you're talking about two or more things (or people) who are dissimilar or mismatched.",UNK
17852,unalike,dissimilar,"if your dad always votes republican but your mom is a lifelong democrat, they're unalike — politically, anyway. use this adjective when you're talking about two or more things (or people) who are dissimilar or mismatched.",UNK
17853,unalike,dissimilar,unalike another word dissimilar is same meaning,UNK
17854,unalike,looks,my sister looks unalike from me.,UNK
17855,unaware,action,they were unaware of the action taken.,UNK
17856,unaware,consequences,they were unaware there were consequences.,UNK
17857,unaware,distracted,"when a person is distracted, they are usually unaware of what's going on around them.",UNK
17858,unaware,doctor,the doctor was unaware that the patient was in the room,UNK
17859,unaware,drunk,when a person is drunk they can be unaware of their surroundings,UNK
17860,unaware,ignorant,"if you're unaware of certain issues, you're ignorant of them.",UNK
17861,unaware,ignorant,she is ignorant about her own country and unaware of the rules.,UNK
17862,unaware,knowing ,i was unaware about knowing the future,UNK
17863,unaware,naïve ,someone who is unaware can also be called naïve.,UNK
17864,unaware,oblivious,to be unaware is to be oblivious as to what's around you.,UNK
17865,unaware,oblivious ,another word for oblivious is unaware.,UNK
17866,unaware,patient,the patient was unaware that they had diabetes,UNK
17867,unaware,presence,she was unaware about her presence,UNK
17868,unaware,problems,the kid was unaware of his parent's problems.,UNK
17869,unaware,situation,he was unaware of the dire situation.,UNK
17870,unaware,sneak,i like to sneak up on my friends and put flowers in their pockets while they're unaware,UNK
17871,unaware,trap,the trap was set unaware.,UNK
17872,unaware,trouble,trouble can come in unaware.,UNK
17873,unaware,unknowing,she is unaware of the problem of an unknowing person.,UNK
17874,uncivilized,ancestors,our ancestors were uncivilized in many ways.,UNK
17875,uncivilized,barbaric,the forest people seemed barbaric and uncivilized to me.,UNK
17876,uncivilized,behavior,to be uncivilized is to exhibit a type of antisocial behavior.,UNK
17877,uncivilized,chewed,the uncivilized guest chewed with his mouth open,UNK
17878,uncivilized,corrupt,the politicians are uncivilised and corrupt.,UNK
17879,uncivilized,country,the poor country was very uncivilized,UNK
17880,uncivilized,disrespectful,when you act in an uncivilized way you are disrespecting others.,UNK
17881,uncivilized,local,some locals are seen as uncivilized.,UNK
17882,uncivilized,old,so old and uncivilized i guessed,UNK
17883,uncivilized,people,'uncivilized' is used to described the state of people in a society.,UNK
17884,uncivilized,person,the uncivilized person slammed the door,UNK
17885,uncivilized,riotous,the uncivilized meeting turned riotous as the protestors took over.,UNK
17886,uncivilized,rude,an uncivilized person may be rude and not know it.,UNK
17887,uncivilized,rude,someone who is uncivilized tends to be rude.,UNK
17888,uncivilized,tribal,the southerners were uncivilized and tribal.,UNK
17889,uncivilized,unruly,an uncivilized crowd behaves in an unruly manner.,UNK
17890,uncivilized,unsophisticated,an uncivilized person may be unsophisticated as well.,UNK
17891,uncivilized,war,those who are uncivilized go to war.,UNK
17892,uncivilized,worked,i have worked in the wildest and uncivilized part of the world,UNK
17893,uncle,abuse,my cousins suffered abuse at the hands of my uncle,UNK
17894,uncle,aunt,the uncle and aunt married in 1981.,UNK
17895,uncle,brother,an uncle is the brother of one of your parents,UNK
17896,uncle,cousin,"this is my cousin, my uncle's son.",UNK
17897,uncle,family,an uncle is a member of your family.,UNK
17898,uncle,family,an uncle is part of a family.,UNK
17899,uncle,family,my uncle has a big family,UNK
17900,uncle,father,an uncle is one's father's brother.,UNK
17901,uncle,football,uncles are known to like to watch nfl football.,UNK
17902,uncle,friend,an uncle can be a good friend.,UNK
17903,uncle,infidelity,my uncle was accused of infidelity,UNK
17904,uncle,love,i love my uncle hairstyle and his beard,UNK
17905,uncle,male,an uncle is a male sibling of one's parents.,UNK
17906,uncle,man,an uncle is a man.,UNK
17907,uncle,man,an uncle is generally a man.,UNK
17908,uncle,nephew,the uncle had 4 different nephews.,UNK
17909,uncle,nice,my uncle is a nice person.,UNK
17910,uncle,older,my uncle is older than me.,UNK
17911,uncle,relation,my uncle and my relation is very genuine,UNK
17912,uncle,travel,i would have to travel to see an uncle,UNK
17913,undercover,agent,the agent is seen as an undercover.,UNK
17914,undercover,agents,only his undercover agents contained such information in his database,UNK
17915,undercover,angel,undercover angel is a sappy old pop song.,UNK
17916,undercover,assassin,the assassin was undercover a long time.,UNK
17917,undercover,boss,undercover boss is a popular tv show.,UNK
17918,undercover,cop,i cannot imagine the amount of risk to become an undercover cop.,UNK
17919,undercover,cop,the cop had to go undercover to catch the mafia.,UNK
17920,undercover,dangerous,being an undercover officer is dangerous.,UNK
17921,undercover,hidden,it is best to remain hidden when doing undercover surveillance.,UNK
17922,undercover,hide,he has to hide as an undercover.,UNK
17923,undercover,imposter,"when a reporter goes undercover, they are an imposter rather than the person they are pretending to be.",UNK
17924,undercover,investigation,the first undercover investigation was in 1981 by sarah,UNK
17925,undercover,netflix,undercover is a tv show available to be seen on netflix.,UNK
17926,undercover,officer,the undercover officer was almost caught.,UNK
17927,undercover,private,i run a undercover misson for private,UNK
17928,undercover,secret,to be undercover is to hide a secret from someone.,UNK
17929,undercover,spy,he was an undercover spy in the cia.,UNK
17930,undercover,spy,the spy went deep undercover.,UNK
17931,undercover,sting,the cop went undercover as part of a drug bust sting operation.,UNK
17932,undercover,underground,my home underground is filled with undercover,UNK
17933,underhanded,accuse,she accused me of being underhanded.,UNK
17934,underhanded,bad,it is bad to do something in an underhanded manner.,UNK
17935,underhanded,dishonest,underhanded can be seen as being dishonest.,UNK
17936,underhanded,dishonestly,an underhanded method is done dishonestly.,UNK
17937,underhanded,fewer,when you are underhanded you are working with fewer than you would like.,UNK
17938,underhanded,less,when you are underhanded you have less than you started with.,UNK
17939,underhanded,scheme,when someone is doing something underhanded it is usually a planned scheme,UNK
17940,underhanded,secret,she is being secretive and underhanded.,UNK
17941,underhanded,shady,to be underhanded can mean to act in a shady or questionable manner.,UNK
17942,underhanded,sneaky,a sneaky approach to doing something is underhanded,UNK
17943,underhanded,synonyms,covert is synonyms of underhanded,UNK
17944,underhanded,tricky,somebody working underhanded is trying to trick you,UNK
17945,underhanded,villain,people that do underhanded things are villains,UNK
17946,underhanded,way,it is done in an underhand way,UNK
17947,understand,appreciate,"understand sometimes means to appreciate another person's view, not agree but heard.",UNK
17948,understand,attention,to understand requires your attention.,UNK
17949,understand,aware,to understand something is to be aware of that thing.,UNK
17950,understand,comprehend,i wish i could understand her better but i could not comprehend a word she says.,UNK
17951,understand,comprehend,the politician failed to understand the problem; in fact could not comprehend the danger.,UNK
17952,understand,comprehend,"to comprehend a legal case for example, is to have a full understanding of it.",UNK
17953,understand,comprehend,"when a person understands something, they comprehend the situation.",UNK
17954,understand,couple,"the couple needs a lot of understanding,",UNK
17955,understand,don't,i just don't understand this question.,UNK
17956,understand,empathy,to understand is to offer empathy.,UNK
17957,understand,get,to understand means to get.,UNK
17958,understand,know,if you understand me then you know what i'm thinking.,UNK
17959,understand,know,when you understand how to do something you know how to start doing it.,UNK
17960,understand,language,he speaks a language i could not understand.,UNK
17961,understand,language,when someone speaks a second language they understand it.,Action
17962,understand,problem,the problem is lack of understanding.,UNK
17963,understand,realize,when i understand something i realize it.,UNK
17964,understand,student,the student didn't understand the lesson.,UNK
17965,understand,student,the student didn't understand the material.,UNK
17966,understand,teach,"you can teach, but will i understand?",UNK
17967,undertaken,action,i decided to undertake action to get the project moving.,UNK
17968,undertaken,done,in order to get the job done some action needs to be undertaken.,UNK
17969,undertaken,police,police undertaken a decision for society well wishers,UNK
17970,undertaken,purpose,the police should undertaken a decision for some legal purpose,UNK
17971,undertaken,undertaker,undertaken sounds a lot like undertaker.,UNK
17972,undertaken,wrestling,"undertaken reminds me of the character the undertaker, who is a popular figure in wrestling.",UNK
17973,unhook,boat,he unhooked the boat from the car.,UNK
17974,unhook,bra,bras are unhooked after a long day.,UNK
17975,unhook,clothes,the girl had to unhook the clothes to purchase them,UNK
17976,unhook,coat,i began to unhook the buttons on the coat.,UNK
17977,unhook,disband,when you unhook an object you are disbanding it.,UNK
17978,unhook,disconnect,unhook the tv from the wall and disconnect the cables,UNK
17979,unhook,door,i was trying to unhook the door of the cupboard.,UNK
17980,unhook,fish,the man had to unhook the fish off his line,UNK
17981,unhook,fish,to unhook fish after catching.,UNK
17982,unhook,fish,you have to unhook a fish in order to release it.,UNK
17983,unhook,free,when you unhook something you are setting it free,UNK
17984,unhook,ladder,he couldn't unhook the ladder from the truck.,UNK
17985,unhook,release,to release a fish you must unhook it from the line.,UNK
17986,unhook,robe,she unhooked a towelling robe from behind the door.,UNK
17987,unhook,separate,when you unhook an object you separate it from another one.,UNK
17988,unhook,thoughts,talking with friends may unhook the negative thoughts.,UNK
17989,unhook,trailer,i need to unhook the trailer.,UNK
17990,unhook,undo,unhook or undo the desired things,UNK
17991,unhook,unfasten,i would unhook her bra then i would unfasten her pants.,UNK
17992,unlikely,chance,"if something is unlikely, has little chance of happening.",UNK
17993,unlikely,different,people who are very different are unlikely to get along well.,UNK
17994,unlikely,doubtful,the unlikely decision was something i was doubtful about.,UNK
17995,unlikely,duo,they were such an unlikely duo with their large age difference.,UNK
17996,unlikely,improbable,the improbable event was unlikely to happen.,UNK
17997,unlikely,improbable ,"if something is unlikely, it is improbably that it will happen.",UNK
17998,unlikely,inappropriate,a person who is inappropriate or unlikely is a tragedy person in our life,UNK
17999,unlikely,love,some loved persons doing unlikely things,UNK
18000,unlikely,not ,something unlikely is probably not happening.,UNK
18001,unlikely,odd,an odd couple are two unlikely people to get together.,UNK
18002,unlikely,odd,"if something is odd, it is unlikely to happen or exist.",UNK
18003,unlikely,person,the person is very unlikely,UNK
18004,unlikely,rare,things that are unlikely to happen are rare.,UNK
18005,unlikely,score,the unlikely score of the football game was 0 to 0,UNK
18006,unlikely,shot,the basketball player made a very unlikely shot from the baseline,UNK
18007,unlikely,situation,"if a situation is unlikely, it won't happen.",UNK
18008,unlikely,surprise,it's an unintended surprise when something unlikely occurs.,UNK
18009,unlikely,unbelievable,"if something is unlikely, it is unbelievable.",UNK
18010,unlikely,waste,they wasted the project by unlikely for several wish,UNK
18011,unused,beautiful,the video was unused and came wrapped in a beautiful package.,UNK
18012,unused,brilliant,"he bought the text book unused, so it still had a shiny, brilliant cover.",UNK
18013,unused,clean,the unused cloth is clean.,UNK
18014,unused,closed,if something is unused the package should be closed,UNK
18015,unused,condom,an unused condom can be used to store water in an emergency,UNK
18016,unused,dark,something that is unused could be in a dark space or box,UNK
18017,unused,degree,"my mother studied for 7 years to earn her bachelor's degree - which, much to her chagrin, remains unused",UNK
18018,unused,donate,i should donate any unused food.,UNK
18019,unused,fresh,something that is unused is fresh and new.,UNK
18020,unused,ignored,"often if something is unused, it is because the object was ignore due to being unseen or purposely ignored.",UNK
18021,unused,meeting,the meeting was held in the unused room.,UNK
18022,unused,new,"i found a jacket at the thrift store that was unused, so it was like new.",UNK
18023,unused,new,if something is unused it should be new.,UNK
18024,unused,new,"in selling an object, the description of ""new"" is a better connotation of something unused.",UNK
18025,unused,new,something that is unused is brand new.,UNK
18026,unused,new,the unused ammunition was new.,UNK
18027,unused,paper,the unused paper was recycled.,UNK
18028,unused,recycle,unused products can recycle for better environment,UNK
18029,unused,recycle ,please recycle any unused items.,UNK
18030,unused,shelf,the unused dinnerware remained on the shelf.,UNK
18031,unused,sit,the unused product sat on the shelf.,UNK
18032,unused,throw,unused products are using to throw in recycle bin.,UNK
18033,unused,use,used many things in our life are unused,UNK
18034,unused,waste,"when extra food is unused, it is considered waste.",UNK
18035,upset,alone,the upset of feeling go to the alone.,UNK
18036,upset,angry,someone that is upset is also angry,UNK
18037,upset,angry,"when someone is upset they get angry, mad at others",UNK
18038,upset,conniption,when you are upset you sometimes have a conniption fit.,UNK
18039,upset,death,death of a loved one makes someone very upset.,UNK
18040,upset,depressed,usually i'm upset when i'm depressed.,UNK
18041,upset,distressed,upset has a similar meaning as distressed.,UNK
18042,upset,disturbed,upset has a similar meaning as disturbed.,UNK
18043,upset,frown,frown could be one of the discernable facial expression of someone who is upset.,UNK
18044,upset,frustrated,to be upset can mean to be frustrated about something or someone.,UNK
18045,upset,grief,i have been very upset when i felt grief.,UNK
18046,upset,mad,if you are upset you are also mad about something,UNK
18047,upset,mad,"when you are upset, you can be mad as a hornet.",UNK
18048,upset,mood out,when i was upset i got totally mood out.,UNK
18049,upset,rage,when you are upset rage piles up.,UNK
18050,upset,sad,the feelings of upset and sad mixed feelings.,UNK
18051,upset,stress,i was upset by mental stress.,UNK
18052,upset,stress,she was stressed due to her office upset.,UNK
18053,upset,trouble,the trouble made by her brother got her upset,UNK
18054,upside,benefit,an upside of a topic includes the benefits of going with that view,UNK
18055,upside,benefit,an upside of something is a benefit of it.,UNK
18056,upside,down,down often follows the term upside to denote topsy turvy conditions.,UNK
18057,upside,down,the cake was flipped upside down on the floor,UNK
18058,upside,down,"upside down, the ball rolled.",UNK
18059,upside,flipped,to turn upside is to flipp,UNK
18060,upside,high,at the high and the upside.,UNK
18061,upside,job,the upside of my new job is that i will make more money.,UNK
18062,upside,positive,the upside of losing weight is feeling positive about yourself.,UNK
18063,upside,positive,upsides are positive in nature.,UNK
18064,upside,pro,"if i were making a pros and cons lists, upside would be the pros and downside would be the cons",UNK
18065,upside,prospect,the baseball prospect has a ton of upside,UNK
18066,upside,situation,a bad situation may may an upside you don't see.,UNK
18067,upside,table,a table can stand upside down.,UNK
18068,upside,top,"the downside would be the bottom, so the upside must be the top.",UNK
18069,upside,turned,when something is upside its turned around,UNK
18070,upstairs,bannister,"if i go upstairs, i will probably hold on to a bannister.",UNK
18071,upstairs,bathroom,theres usually bathrooms on the upstairs level.,UNK
18072,upstairs,bedroom,there are usually bedrooms upstairs,UNK
18073,upstairs,living,the living is very calm with the upstairs.,UNK
18074,upstairs,steps,"if i walk upstairs, i'm walking on steps.",UNK
18075,upstream,chore,"when someone swims upstream, it is like a chore because you are going against the flow.",UNK
18076,upstream,current,upstream can be against the flow of a current.,UNK
18077,upstream,downstream,a river can flow downstream and have tough upstream currents.,UNK
18078,upstream,fish,fish often swim upstream in a river.,UNK
18079,upstream,flow,upstream is in the direction opposite to the flow of a stream.,UNK
18080,upstream,lake,the lake was flowing upstream,UNK
18081,upstream,last,"lastly, production continues upstream soon.",UNK
18082,upstream,move,they have to move to the upstream.,UNK
18083,upstream,pathway,upstream happens in a water pathway.,UNK
18084,upstream,river,a river flows downstream and has upstream currents.,UNK
18085,upstream,river,the river was flowing upstream,UNK
18086,upstream,river,upstream is a direction associated with rivers.,UNK
18087,upstream,salmon,"during certain times in a salmon's life, they collectively swim upstream.",UNK
18088,upstream,salmon,the salmon would swim upstream.,UNK
